"Experiment","Group","Genotype","Diet","Fish_ID","Fish_Number","Fish_Pair","Stratum","Mean_Feret","Mean_Area","SD_Feret","Count_LDs"
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","5",62.2361403508772,2303.49584210526,23.1571129811729,57
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","6",54.5534736842105,1789.9200877193,20.2518495152782,57
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","7",48.1047333333333,1418.89673333333,18.5129367475337,45
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","8",29.2325111111111,627.672622222222,13.8837065453493,45
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","9",23.7331,415.374233333333,11.0155419430911,30
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","10",22.7021333333333,388.902033333333,9.83314131493798,30
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","11",19.9326666666667,288.488952380952,7.25986993226004,21
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","12",17.3757272727273,230.294575757576,8.66804505883798,33
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","13",20.121,289.163454545455,8.99384080780789,22
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","14",19.6448333333333,243.121,5.9083874083092,6
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","15",18.74425,233.929583333333,7.22189430104419,12
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","16",16.5485,193.5777,5.74925286450335,10
"foxp1a","wted116_con","WT","Control","wted116_con_3_CO_merged","3","WT_3","17",17.962,212.329,NA,1
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","1",47.0439230769231,1345.45707692308,16.202871759154,13
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","2",47.251511627907,1283.07993023256,14.6070925016258,43
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","3",50.8663555555556,1464.91664444444,15.2327307618042,45
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","4",48.3229736842105,1402.34342105263,14.2980948522764,38
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","5",41.7135428571429,1054.7904,14.1154765445234,35
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","6",31.1496129032258,632.628225806452,12.1418243897624,31
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","7",20.0397647058824,287.106294117647,8.25307890675816,17
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","8",19.384,266.691571428571,7.82316568489594,7
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","9",15.4501428571429,168.208857142857,5.95005701453276,7
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","10",15.3635714285714,152.057571428571,2.78058721958407,7
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","11",16.7755,198.541333333333,6.10855304470707,6
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","12",16.3235,161.315,1.43330544546513,2
"foxp1a","wted116_con","WT","Control","wted116_con_4_CO_merged","4","WT_4","13",18.07975,217.15475,5.65962562807824,4
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","1",32.3322,655.07616,14.3552009477402,25
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","2",32.8473,750.964266666667,16.0372074019052,30
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","3",36.918925,957.410575,18.1760032592815,40
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","4",39.9542777777778,1006.80072222222,10.0015875551926,18
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","5",32.5201333333333,704.086533333333,10.0341574054873,15
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","6",25.2229333333333,442.8576,8.43568615607584,15
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","7",20.438875,307.807875,10.6149390744164,8
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","8",14.0565714285714,115.028,2.66280534131098,7
"foxp1a","wted116_con","WT","Control","wted116_con_5_CO_merged","5","WT_5","9",10.582,67.55925,1.80956016755454,4
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","1",65.417,2258.288,NA,1
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","2",27.9493166666667,632.0817,21.5511672785377,60
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","3",24.1872580645161,490.234096774194,19.3598391843472,62
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","4",33.53736,870.962026666667,21.4700035112725,75
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","5",46.92284,1602.47456,26.1339168844499,25
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","6",52.54565,1632.0887,28.6282044444488,20
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","7",43.4785555555556,1056.68622222222,10.2333784146673,9
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","8",33.2526,606.0704,10.9814011765348,5
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_1_CO_cp_masks_merged","1","WT_1","9",26.343,360.296666666667,10.2089034278908,6
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","1",75.5022857142857,2785.93071428571,13.2231026873922,14
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","2",54.9678,1648.66346666667,26.2292267298419,45
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","3",61.2599107142857,2131.79357142857,23.3959542883938,56
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","4",68.6345,2511.52754545455,19.9029357417325,44
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","5",56.2773582089552,1934.39962686567,23.2690881927996,67
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","6",50.4727704918033,1566.9558852459,20.0355934130516,61
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","7",52.4414333333333,1537.23513333333,11.0541970986319,30
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","8",42.7105925925926,1070.37107407407,12.3300627213429,27
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","9",36.0213333333333,851.108916666667,4.77956794040734,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","10",33.8138333333333,695.547083333333,5.08297212328187,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","11",37.777,887.3224,13.4962173774728,5
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_2_CO_cp_masks_merged","2","WT_2","12",38.3395,843.7555,2.23799296245542,2
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","1",69.1970833333333,2517.48083333333,21.4865224541861,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","2",61.0057619047619,2242.00638095238,26.1519841329578,21
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","3",74.2643125,2943.4949375,18.6629181852548,32
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","4",74.4255102040816,2999.17708163265,16.7178963652758,49
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","5",67.8291851851852,2656.3707962963,28.1972825233374,54
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","6",61.405696969697,2204.64457575758,23.6627121470744,33
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","7",52.0849393939394,1609.97127272727,15.3711304417961,33
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","8",42.2252608695652,1131.84143478261,14.1692788012318,23
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","9",35.6668333333333,720.133833333333,6.34803912219905,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","10",34.8066363636364,786.352454545455,8.56363788670127,11
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","11",27.2549166666667,505.977833333333,11.2085642942296,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","12",37.3518333333333,808.829333333333,6.26329441800932,6
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","13",28.9197142857143,589.683714285714,7.72297528405311,7
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_3_CO_cp_masks_merged","3","WT_3","14",19.365,226.105,NA,1
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","1",54.1704,1471.8854,19.1674872844617,5
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","2",70.300775,2612.74825,24.5388324827149,40
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","3",71.6790392156863,2700.22447058824,26.5005046155433,51
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","4",76.3239285714286,3006.12673809524,18.6990604138451,42
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","5",78.5243559322034,3330.48523728814,19.2435022009336,59
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","6",71.587829787234,2769.10593617021,21.3530757089293,47
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","7",67.7627291666667,2617.37827083333,13.1057967469321,48
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","8",57.7307727272727,2029.23806818182,15.2153156985851,44
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","9",42.3651666666667,1153.04122222222,12.1794121912155,18
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","10",38.25425,915.79225,9.52357756533002,8
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","11",38.47185,911.03575,6.93603277533536,20
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","12",28.4412222222222,546.878888888889,8.78139787815382,9
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","13",27.9506428571429,506.174642857143,6.68048492720681,14
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","14",36.9007,897.5249,10.6140123531741,10
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_4_CO_cp_masks_merged","4","WT_4","15",30.317,610.758,8.68185705940843,2
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","1",84.9893888888889,3577.38422222222,16.5048175004216,18
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","2",78.4519791666667,3114.9116875,24.9287738221548,48
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","3",91.6271034482759,4122.55689655172,17.5934424519576,29
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","4",85.2082708333333,3813.15877083333,23.8183648872842,48
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","5",77.74755,3390.051425,20.3814779224944,40
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","6",79.12248,3289.87616,23.4340895351907,25
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","7",52.2991666666667,1511.26991666667,11.768575721605,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","8",46.9333333333333,1116.04641666667,13.1396275534135,12
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","9",38.951380952381,881.046142857143,8.7704007233204,21
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","10",35.3122777777778,803.008,9.3145627272918,18
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","11",32.8926470588235,725.999882352941,9.39885741686973,17
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","12",28.881,586.7295,11.0140545528115,14
"foxp1a","wted116_hfd","WT","HFD","wted116_hfd_5_CO_cp_masks_merged","5","WT_5","13",30.534,621.09825,8.4943073878922,4
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","1",69.5474444444445,2390.64188888889,21.3882167730745,18
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","2",53.24609375,1795.04940625,26.3912215700348,32
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","3",53.101085106383,1872.3145106383,23.4363784121941,47
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","4",62.2279736842105,2089.43521052632,15.2793287536282,38
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","5",49.4955135135135,1698.914,25.4042512678288,37
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","6",41.0236363636364,1112.03577272727,19.6165789019947,44
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","7",17.7662272727273,285.889363636364,12.0523714290352,44
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","8",13.127,163.763956521739,9.67367009417362,23
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","9",13.1333181818182,131.225909090909,6.73811660407639,22
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","10",15.0133333333333,181.0675,7.86933501098737,12
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","11",17.9122307692308,294.190307692308,11.5576589047685,13
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","12",13.7746,166.5454,9.01684605613293,5
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","13",29.69,645.225,9.31498411163433,3
"foxp1b","wted125_con","WT","Control","wted125_con_1_cp_masks_merged","1","WT_1","14",10.5506666666667,75.3681666666667,3.91301876645981,6
"foxp1b","wted125_con","WT","Control","wted125_con_2_cp_masks_merged","2","WT_2","1",39.7323666666667,885.208566666667,10.9854426573607,30
"foxp1b","wted125_con","WT","Control","wted125_con_2_cp_masks_merged","2","WT_2","2",35.7740588235294,796.718411764706,17.9416642651259,34
"foxp1b","wted125_con","WT","Control","wted125_con_2_cp_masks_merged","2","WT_2","3",31.3810833333333,718.295555555556,19.125302342148,36
"foxp1b","wted125_con","WT","Control","wted125_con_2_cp_masks_merged","2","WT_2","4",27.0460571428571,534.378828571429,15.5979787056696,35
"foxp1b","wted125_con","WT","Control","wted125_con_2_cp_masks_merged","2","WT_2","5",17.4272941176471,258.057588235294,10.5065783545638,17
"foxp1b","wted125_con","WT","Control","wted125_con_2_cp_masks_merged","2","WT_2","6",32.7306,597.7982,33.3495224748421,5
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","1",33.5652962962963,786.668185185185,20.4674097733912,27
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","2",39.6739333333333,1169.5855,26.5644836017922,30
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","3",27.7557608695652,670.221369565217,21.6705443906237,46
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","4",22.1659210526316,415.782763157895,16.089720951306,38
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","5",26.9847941176471,569.397382352941,16.0555042535299,34
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","6",15.7194285714286,191.046428571429,8.83065276668233,7
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","7",14.2161428571429,162.291,8.83729263648416,7
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","8",13.44,119.94575,3.450904519108,4
"foxp1b","wted125_con","WT","Control","wted125_con_3_cp_masks_merged","3","WT_3","9",14.5265,139.2475,1.61008214076177,2
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","1",51.7868421052632,1739.75684210526,25.012727931691,19
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","2",50.6814651162791,1723.22953488372,30.9521558141016,43
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","3",62.0781290322581,2594.06477419355,36.0129982337322,31
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","4",54.4092820512821,2072.12994871795,31.9395643281336,39
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","5",51.5468709677419,2104.85348387097,36.7593443999771,31
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","6",31.1328918918919,880.645135135135,25.7812980437627,37
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","7",21.1247666666667,385.0211,16.7016878698621,30
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","8",13.633,122.01375,4.43291424084277,4
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","9",13.3602,150.5528,10.656817627958,10
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","10",23.7276666666667,412.227333333333,14.8505101550979,6
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","11",27.34925,463.92825,10.5865572740465,4
"foxp1b","wted125_con","WT","Control","wted125_con_4_cp_masks_merged","4","WT_4","12",30.074,534.93,NA,1
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","1",76.6802222222222,3150.75755555556,24.0734204714337,9
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","2",75.6329756097561,3278.38126829268,36.7143096935567,41
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","3",62.5009523809524,3096.52923809524,45.8185946319445,42
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","4",67.9643555555556,3298.43022222222,41.3370509647413,45
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","5",62.7522826086957,2952.72626086957,41.5551721416042,46
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","6",59.7250217391304,2738.07080434783,39.208767979448,46
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","7",40.2728484848485,1407.55507575758,30.0279144352474,66
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","8",22.3358490566038,567.498490566038,23.2493876374248,53
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","9",33.0441428571429,1031.25731428571,27.838587651319,35
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","10",29.8375142857143,809.4858,27.3632003045002,35
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","11",29.6747777777778,819.7055,25.7045097269069,18
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","12",55.3808,1838.0646,26.0767795020781,5
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","13",27.1537272727273,580.050909090909,16.5022257474009,11
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_1_cp_masks_merged","1","WT_1","14",30.4456,775.3732,20.5420491382919,5
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","1",47.5925,1630.48440909091,34.5613156919285,22
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","2",59.7014827586207,2354.03531034483,33.5479794863381,29
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","3",81.3084545454546,4123.8593030303,37.3001789976359,33
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","4",82.373,4072.9147,53.6186275320532,20
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","5",68.6323571428571,3141.04092857143,35.8720149347374,14
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","6",50.295875,1414.187375,21.0097358481899,8
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","7",29.231,505.518333333333,12.7189982309929,3
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","8",19.22825,267.465125,10.2804286146055,8
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_2_cp_masks_merged","2","WT_2","10",25.401,383.275,NA,1
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","1",75.9461666666667,2710.72683333333,14.0423158270949,12
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","2",53.4305471698113,1653.17481132075,21.0101994037017,53
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","3",62.4367428571429,2275.93522857143,19.1360223114032,35
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","4",57.4547948717949,2145.94269230769,33.8044848824434,39
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","5",40.0548,1381.84467272727,29.7346092005782,55
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","6",29.9173829787234,853.201446808511,25.2944322371143,47
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","7",26.0979268292683,621.417634146341,20.4951854265706,41
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","8",17.134,218.9354,10.2710663475935,25
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","9",16.0302727272727,198.280181818182,9.30695440533746,22
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","10",29.045375,601.451875,15.8450733482277,8
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","11",19.5534666666667,309.193333333333,15.6282922331203,15
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","12",22.4237,381.0688,9.78386136053768,10
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_3_cp_masks_merged","3","WT_3","13",21.4901666666667,320.314833333333,13.3476245439654,6
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","1",88.3136666666667,4654.44466666667,29.2718146060905,3
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","2",80.6951071428571,3646.13257142857,28.9632160869474,28
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","3",83.4181935483871,3767.54909677419,38.0381371392969,31
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","4",93.2201666666667,4741.07205555556,35.6535422592002,36
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","5",93.7081627906977,4584.29186046512,32.0619795202758,43
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","6",82.2239210526316,3330.10765789474,26.4884761393099,38
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","7",68.0820967741935,3126.94922580645,33.1980007025456,62
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","8",69.2062222222222,3006.14859259259,30.4389141437662,54
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","9",76.92625,3098.0801875,25.8943653641657,32
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","10",38.3275744680851,1294.14627659574,30.4100427681845,47
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","11",43.184,1413.84275,29.0588269999906,40
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","12",47.3092424242424,1642.22412121212,32.2121969398145,33
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","13",32.0427272727273,994.78475,29.0365348414426,44
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","14",38.7393055555556,1169.58547222222,25.0334873157873,36
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","15",24.1902325581395,588.410465116279,23.7705142930092,43
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","16",21.84452,618.42336,26.8685474364234,25
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","17",18.94,376.51915,16.8527622068313,20
"foxp1b","wted125_hfd","WT","HFD","wted125_hfd_4_cp_masks_merged","4","WT_4","18",30.6255,687.9645,17.8122475615041,14
