gene,genotype,experiment,droplet_count,mean_droplet_area,total_adipose_area,mean_feret,mean_circularity,mean_roundness,data_source
srpx,control,expt2,,3889.907599,863559.487,81.93914865,0.739184685,0.717779279,morphology
srpx,mutant,expt1,75.5,2884.523487,432678.523,66.42380667,0.772966667,0.732226667,morphology
srpx,mutant,expt1,82.5,2977.451768,488302.09,71.71656707,0.754213415,0.721567073,morphology
srpx,mutant,expt1,25.0,1933.573245,94745.089,53.80532653,0.790367347,0.764714286,morphology
srpx,mutant,expt1,2.0,315.1363333,945.409,20.13966667,0.784,0.672333333,morphology
srpx,mutant,expt1,16.0,392.9232258,12180.62,24.39158065,0.780225806,0.736451613,morphology
srpx,mutant,expt1,1.0,145.601,145.601,16.102,0.869,0.825,morphology
srpx,mutant,expt1,58.0,1410.881391,162251.36,49.38167826,0.746182609,0.715226087,morphology
srpx,mutant,expt1,42.0,2322.238566,192745.801,62.10786747,0.759987952,0.724891566,morphology
srpx,mutant,expt1,70.5,4042.746964,565984.575,84.00545714,0.747985714,0.729407143,morphology
srpx,mutant,expt1,139.0,3096.346235,857687.907,69.1703213,0.755736462,0.730916968,morphology
srpx,mutant,expt1,57.0,3403.110168,384551.449,73.53062832,0.772823009,0.736716814,morphology
srpx,mutant,expt2,4.0,682.9852857,4780.897,31.28185714,0.792714286,0.846142857,morphology
srpx,mutant,expt2,29.0,1381.232421,78730.248,47.37980702,0.776684211,0.758719298,morphology
srpx,mutant,expt2,131.0,2475.744172,646169.229,65.38578544,0.743739464,0.708195402,morphology
srpx,mutant,expt2,81.0,3205.340286,516059.786,73.5508323,0.746298137,0.713621118,morphology
srpx,mutant,expt2,86.0,2603.170316,445142.124,64.51501754,0.766766082,0.732526316,morphology
srpx,mutant,expt2,64.0,3389.404575,430454.381,74.34862992,0.774023622,0.729866142,morphology
srpx,mutant,expt2,74.5,3777.926,559133.048,76.86063514,0.761371622,0.720601351,morphology
srpx,mutant,expt2,109.0,3826.345493,830316.972,79.30652995,0.747880184,0.715585253,morphology
srpx,mutant,expt2,89.0,3836.291158,679023.535,82.51198305,0.745474576,0.717548023,morphology
tbx15,control,expt1,2.0,766.9546667,2300.864,35.53766667,0.841666667,0.786333333,morphology
tbx15,control,expt1,24.5,985.9119583,47323.774,35.07783333,0.778583333,0.763541667,morphology
tbx15,control,expt1,48.0,1718.013589,163211.291,50.72262105,0.759642105,0.749431579,morphology
tbx15,control,expt1,35.5,750.7350286,52551.452,30.15515714,0.771785714,0.737542857,morphology
tbx15,control,expt1,25.0,970.3863878,47548.933,37.72642857,0.778285714,0.749836735,morphology
tbx15,control,expt1,77.0,1321.336595,202164.499,42.45484314,0.764065359,0.737627451,morphology
tbx15,control,expt1,120.5,1621.720833,389213.0,52.94219167,0.745116667,0.71535,morphology
tbx15,control,expt1,2.0,1079.719333,3239.158,44.931,0.795,0.768666667,morphology
tbx15,control,expt1,1.5,1065.408,2130.816,37.7165,0.8205,0.6965,morphology
tbx15,control,expt1,1.0,85.872,85.872,12.64,0.843,0.853,morphology
tbx15,control,expt1,33.0,982.0166462,63831.082,35.41043077,0.7456,0.715523077,morphology
tbx15,control,expt2,31.5,1260.856629,78173.111,39.89846774,0.740983871,0.696306452,morphology
tbx15,control,expt2,18.0,94.33502857,3301.726,10.94297143,0.772114286,0.723028571,morphology
tbx15,control,expt2,7.0,59.29584615,770.846,8.966230769,0.725461538,0.695153846,morphology
tbx15,control,expt2,30.5,1446.937433,86816.246,45.505,0.746866667,0.72735,morphology
tbx15,control,expt2,25.5,1509.424,75471.2,44.79972,0.74578,0.72358,morphology
tbx15,control,expt2,68.0,1608.307378,217121.496,51.71678519,0.748377778,0.711585185,morphology
tbx15,control,expt2,46.5,1577.22962,145105.125,47.89988043,0.750880435,0.724923913,morphology
tbx15,control,expt2,31.5,1503.237145,93200.703,49.57183871,0.746887097,0.748274194,morphology
tbx15,control,expt2,88.5,1282.630682,225743.0,48.04909091,0.735801136,0.696982955,morphology
tbx15,control,expt2,5.0,54.585,491.265,9.728333333,0.609333333,0.800444444,morphology
tbx15,control,expt2,1.0,59.91,59.91,12.074,0.708,0.531,morphology
tbx15,control,expt2,1.0,267.6,267.6,25.476,0.752,0.644,morphology
tbx15,control,expt2,1.0,175.046,175.046,19.706,0.837,0.642,morphology
tbx15,control,expt3,,3189.415129,545389.987,76.45425731,0.73928655,0.701374269,morphology
tbx15,control,expt3,,2403.993817,197127.493,62.13630488,0.766585366,0.727256098,morphology
tbx15,control,expt3,,4474.557768,675658.223,93.4560596,0.729807947,0.694980132,morphology
tbx15,control,expt3,,3737.183709,474622.331,85.4200315,0.723401575,0.685,morphology
tbx15,control,expt3,,3820.463192,676221.985,84.2099435,0.754666667,0.719700565,morphology
tbx15,control,expt3,,29.50933333,88.528,8.148666667,0.730666667,0.637333333,morphology
tbx15,control,expt3,,453.4789231,5895.226,26.12023077,0.795615385,0.775615385,morphology
tbx15,control,expt3,,1252.782148,67650.236,43.47277778,0.759296296,0.727944444,morphology
tbx15,control,expt3,,2606.738624,304988.419,71.70952137,0.723888889,0.701452991,morphology
tbx15,control,expt3,,809.5755714,68004.348,33.65432143,0.779059524,0.740761905,morphology
tbx15,control,expt3,,1247.363925,83573.383,42.34347761,0.791134328,0.760044776,morphology
tbx15,control,expt3,,2440.329537,295279.874,67.53550413,0.757785124,0.727710744,morphology
tbx15,control,expt3,,1304.840046,169629.206,45.54016923,0.764430769,0.721961538,morphology
tbx15,mutant,expt1,27.0,1573.01,83369.53,46.23926415,0.785641509,0.761811321,morphology
tbx15,mutant,expt1,45.5,2487.184089,223846.568,66.33058889,0.720611111,0.688355556,morphology
tbx15,mutant,expt1,89.0,3721.552785,658714.843,83.39345763,0.715112994,0.719451977,morphology
tbx15,mutant,expt1,9.0,456.2790588,7756.744,22.69076471,0.792588235,0.788764706,morphology
tbx15,mutant,expt1,18.5,1119.543083,40303.551,37.71652778,0.764805556,0.765972222,morphology
tbx15,mutant,expt1,53.5,2291.926736,242944.234,58.52583962,0.770245283,0.745943396,morphology
tbx15,mutant,expt1,44.5,2674.647625,235368.991,67.64203409,0.761511364,0.737136364,morphology
tbx15,mutant,expt1,72.5,1637.923611,235861.0,53.78613194,0.754097222,0.709930556,morphology
tbx15,mutant,expt1,89.5,1450.0,258100.0,52.06751124,0.717067416,0.701,morphology
tbx15,mutant,expt2,7.0,157.4148462,2046.393,16.50084615,0.747846154,0.706692308,morphology
tbx15,mutant,expt2,8.5,680.510125,10888.162,34.526125,0.759,0.7256875,morphology
tbx15,mutant,expt2,27.5,1569.956907,84777.673,49.07994444,0.758388889,0.717,morphology
tbx15,mutant,expt2,41.0,1148.72858,93047.015,39.57993827,0.759197531,0.730283951,morphology
tbx15,mutant,expt2,26.5,1174.479442,61072.931,38.55113462,0.748269231,0.749903846,morphology
tbx15,mutant,expt2,45.5,1161.102767,104499.249,40.55953333,0.788266667,0.739366667,morphology
tbx15,mutant,expt2,29.5,1175.92431,68203.61,37.55168966,0.790948276,0.730896552,morphology
tbx15,mutant,expt2,62.0,1906.390244,234486.0,57.98176423,0.761747967,0.722756098,morphology
tbx15,mutant,expt3,,208.6154444,3755.078,15.40127778,0.757277778,0.694333333,morphology
tbx15,mutant,expt3,,3207.031966,378429.772,72.88813559,0.776372881,0.727338983,morphology
tbx15,mutant,expt3,,4600.646261,404856.871,92.64848864,0.726568182,0.693613636,morphology
tbx15,mutant,expt3,,3027.227056,272450.435,73.95126667,0.735911111,0.692322222,morphology
tbx15,mutant,expt3,,2846.776018,466871.267,71.12442073,0.745439024,0.702347561,morphology
tbx15,mutant,expt3,,5370.264882,912945.03,102.7027588,0.730641176,0.719088235,morphology
tbx15,mutant,expt3,,5645.064972,1428201.438,107.2617233,0.710450593,0.701577075,morphology
tbx15,mutant,expt3,,7027.725625,1349323.32,118.1820208,0.717828125,0.703098958,morphology
tbx15,mutant,expt3,,9455.734215,1276524.119,135.4024889,0.716925926,0.704933333,morphology
tmem115,control,expt1,28.5,2025.030464,113401.706,53.969125,0.768803571,0.741357143,morphology
tmem115,control,expt1,74.0,2413.0,354711.0,62.50289116,0.737578231,0.689789116,morphology
tmem115,control,expt1,110.5,2806.181818,617360.0,71.91023636,0.74155,0.728090909,morphology
tmem115,control,expt1,21.5,1670.972238,70180.834,51.92854762,0.780428571,0.735690476,morphology
tmem115,control,expt1,83.5,2122.457831,352328.0,56.44935542,0.750481928,0.709006024,morphology
tmem115,control,expt1,31.5,5049.376323,313061.332,95.30725806,0.750854839,0.716258065,morphology
tmem115,control,expt1,28.0,2422.406836,133232.376,59.70761818,0.797490909,0.772981818,morphology
tmem115,control,expt1,42.5,1110.080702,93246.779,38.01444048,0.786797619,0.775892857,morphology
tmem115,control,expt1,46.5,1571.941696,144618.636,47.38881522,0.757304348,0.728197802,morphology
tmem115,control,expt1,42.5,1083.518976,91015.594,41.17791667,0.776190476,0.74277381,morphology
tmem115,control,expt1,68.0,1516.792593,204767.0,49.56646667,0.753925926,0.705459259,morphology
tmem115,control,expt1,54.0,2846.137028,304536.662,68.94349533,0.757009346,0.706850467,morphology
tmem115,control,expt1,9.5,234.3733333,4218.72,16.53483333,0.738611111,0.692555556,morphology
tmem115,control,expt1,11.5,600.915,13220.13,25.35863636,0.750363636,0.732409091,morphology
tmem115,control,expt2,135.5,1061.592593,286630.0,36.45475185,0.785596296,0.738622222,morphology
tmem115,control,expt2,1.5,13.0,26.0,5.657,0.659,0.6875,morphology
tmem115,control,expt2,40.5,495.8625,39669.0,26.7399875,0.7653875,0.718275,morphology
tmem115,control,expt2,1.0,39.0,39.0,10.296,0.645,0.578,morphology
tmem115,control,expt2,42.5,775.3214286,65127.0,31.6444881,0.766785714,0.725607143,morphology
tmem115,control,expt2,152.5,1448.315789,440288.0,48.49219408,0.737039474,0.697898026,morphology
tmem115,control,expt2,127.0,1919.671937,485677.0,58.63306719,0.743592885,0.697150198,morphology
tmem115,control,expt2,116.0,1030.493506,238044.0,37.26530303,0.761354978,0.718008658,morphology
tmem115,control,expt2,81.0,1471.372671,236891.0,49.1226646,0.766801242,0.715863354,morphology
tmem115,control,expt2,135.0,1698.356877,456858.0,52.72852416,0.75505948,0.711486989,morphology
tmem115,control,expt2,79.5,1465.126582,231490.0,49.47082911,0.757050633,0.712993631,morphology
tmem115,control,expt2,98.0,1468.189744,286297.0,49.98282051,0.7632,0.715005128,morphology
tmem115,control,expt2,105.0,1666.789474,348359.0,54.6608134,0.760794258,0.715363636,morphology
tmem115,mutant,expt1,29.0,958.7060526,54646.245,34.30349123,0.762877193,0.731052632,morphology
tmem115,mutant,expt1,105.5,679.2238095,142637.0,29.20318095,0.749304762,0.729480952,morphology
tmem115,mutant,expt1,60.0,1033.201681,122951.0,36.8392521,0.756697479,0.70705042,morphology
tmem115,mutant,expt1,68.5,2309.010574,314025.438,60.82045588,0.760095588,0.739845588,morphology
tmem115,mutant,expt1,131.0,1798.157088,469319.0,52.84544061,0.745122605,0.723045977,morphology
tmem115,mutant,expt1,82.5,980.1158537,160739.0,36.5670122,0.758987805,0.737652439,morphology
tmem115,mutant,expt1,58.0,1836.356522,211181.0,54.9587913,0.761843478,0.71573913,morphology
tmem115,mutant,expt1,115.0,1821.323144,417083.0,57.04656769,0.743235808,0.702847162,morphology
tmem115,mutant,expt1,78.0,1137.450677,176304.855,38.57981935,0.742929032,0.710464516,morphology
tmem115,mutant,expt1,1.5,540.519,1081.038,32.6055,0.7805,0.686,morphology
tmem115,mutant,expt1,46.0,1057.278451,96212.339,37.35150549,0.752868132,0.702604396,morphology
tmem115,mutant,expt1,36.5,757.2026806,54518.593,30.12763889,0.802013889,0.757111111,morphology
tmem115,mutant,expt1,43.0,1029.555012,87512.176,36.1498,0.7694,0.751870588,morphology
tmem115,mutant,expt1,64.0,3295.394441,418515.094,73.96401575,0.744590551,0.71807874,morphology
tmem115,mutant,expt1,86.0,1261.023392,215635.0,42.1602807,0.764040936,0.727339181,morphology
tmem115,mutant,expt2,84.0,1909.185629,318834.0,57.49698802,0.755838323,0.707011976,morphology
tmem115,mutant,expt2,18.5,355.7777778,12808.0,20.73408333,0.782361111,0.762083333,morphology
tmem115,mutant,expt2,76.0,1327.10596,200393.0,45.23269536,0.755993377,0.72181457,morphology
tmem115,mutant,expt2,21.5,661.4047619,27779.0,31.3552619,0.78202381,0.75297619,morphology
tmem115,mutant,expt2,21.5,1028.142857,43182.0,41.82590476,0.77652381,0.725571429,morphology
tmem115,mutant,expt2,58.0,898.3304348,103308.0,36.57966087,0.7532,0.720469565,morphology
tmem115,mutant,expt2,83.0,1958.10303,323087.0,56.57233333,0.758018182,0.729036364,morphology
tmem115,mutant,expt2,95.0,2632.513228,497545.0,68.62639683,0.733936508,0.714132275,morphology
tmem115,mutant,expt2,144.0,2075.825784,595762.0,59.76726829,0.738979094,0.708160279,morphology
tmem115,mutant,expt2,90.5,2130.005556,383401.0,61.83991667,0.734627778,0.705877778,morphology
tmem115,mutant,expt2,88.5,1790.142045,315065.0,55.42873295,0.749238636,0.708801136,morphology
tmem115,mutant,expt2,87.0,1462.017341,252929.0,49.50012139,0.741236994,0.700283237,morphology
tmem115,mutant,expt2,74.0,1116.857143,164178.0,43.42572109,0.769802721,0.72362585,morphology
tmem115,mutant,expt2,78.5,614.7435897,95900.0,29.39619231,0.753378205,0.691865385,morphology
txnipa,control,expt1,50.5,1323.32374,132332.374,45.3898,0.76033,0.72395,morphology
txnipa,control,expt1,31.0,1409.005607,85949.342,43.80247541,0.771229508,0.734098361,morphology
txnipa,control,expt1,50.5,2136.43415,213643.415,59.21107,0.7692,0.72385,morphology
txnipa,control,expt1,67.5,3824.973724,512546.479,79.28564179,0.746276119,0.709716418,morphology
txnipa,control,expt1,67.5,1788.178955,239615.98,55.64883582,0.75311194,0.712350746,morphology
txnipa,control,expt1,84.0,3144.162772,525075.183,73.89456886,0.748952096,0.709664671,morphology
txnipa,control,expt1,100.5,2552.11841,510423.682,64.35312,0.75462,0.719085,morphology
txnipa,control,expt1,122.0,3196.60784,776775.705,73.1427284,0.754209877,0.740300412,morphology
txnipa,control,expt1,2.0,186.1566667,558.47,15.03233333,0.654333333,0.488333333,morphology
txnipa,control,expt1,9.0,254.3617647,4324.15,16.44517647,0.770941176,0.703235294,morphology
txnipa,control,expt1,1.0,41.885,41.885,9.043,0.772,0.714,morphology
txnipa,control,expt1,7.0,534.0749231,6942.974,27.76107692,0.758307692,0.809384615,morphology
txnipa,control,expt1,45.0,1772.378888,157741.721,53.20610112,0.76547191,0.75111236,morphology
txnipa,control,expt1,43.5,796.1452791,68468.494,31.8675814,0.747895349,0.703988372,morphology
txnipa,control,expt1,38.5,1374.199,104439.124,44.59956579,0.768631579,0.752276316,morphology
txnipa,control,expt1,32.0,1169.172032,73657.838,39.56692063,0.788190476,0.736968254,morphology
txnipa,control,expt2,46.0,1119.846154,101906.0,42.61498901,0.77367033,0.733384615,morphology
txnipa,control,expt2,35.0,576.4637681,39776.0,30.53153623,0.769550725,0.713913043,morphology
txnipa,control,expt2,48.5,1056.885417,101461.0,42.37157292,0.748729167,0.69575,morphology
txnipa,control,expt2,79.0,1189.044586,186680.0,44.62379618,0.770210191,0.706649682,morphology
txnipa,control,expt2,28.5,584.7857143,32748.0,28.778875,0.753553571,0.695839286,morphology
txnipa,control,expt2,57.0,1520.495575,171816.0,49.8909469,0.764159292,0.711238938,morphology
txnipa,control,expt2,109.5,1324.412844,288722.0,48.35761468,0.748174312,0.720412844,morphology
txnipa,control,expt2,92.5,865.1793478,159193.0,38.60082609,0.756755435,0.690771739,morphology
txnipa,control,expt2,42.5,752.8095238,63236.0,35.31666667,0.770083333,0.712119048,morphology
txnipa,control,expt2,77.0,1410.908497,215869.0,49.93851634,0.74679085,0.708228758,morphology
txnipa,control,expt2,2.0,85.0,255.0,10.85366667,0.703333333,0.546,morphology
txnipa,control,expt2,4.0,134.8571429,944.0,13.80528571,0.820571429,0.709,morphology
txnipa,control,expt2,7.0,623.4615385,8105.0,30.55592308,0.797307692,0.745230769,morphology
txnipa,control,expt2,2.5,140.25,561.0,12.2995,0.76125,0.6635,morphology
txnipa,control,expt2,13.0,386.92,9673.0,23.76012,0.80848,0.74684,morphology
txnipa,control,expt2,15.5,362.0,10860.0,22.3644,0.7846,0.747066667,morphology
txnipa,control,expt2,27.0,588.245283,31177.0,29.55267925,0.774509434,0.740377358,morphology
txnipa,control,expt2,54.5,629.3333333,67968.0,30.1079537,0.788675926,0.726638889,morphology
txnipa,control,expt3,,5866.240175,1173248.035,107.761585,0.713355,0.706385,morphology
txnipa,control,expt3,,4825.988076,637030.426,95.74125,0.753992424,0.725939394,morphology
txnipa,control,expt3,,3834.82876,751626.437,85.31081122,0.72752551,0.737122449,morphology
txnipa,control,expt3,,259.6975,5193.95,18.7641,0.77105,0.7179,morphology
txnipa,control,expt3,,1728.154824,146893.16,55.48514118,0.743529412,0.696541176,morphology
txnipa,control,expt3,,3392.467532,420665.974,76.69155645,0.741129032,0.722362903,morphology
txnipa,control,expt3,,2439.337011,231737.016,65.15456842,0.764736842,0.747557895,morphology
txnipa,control,expt3,,1760.62413,285221.109,54.13911728,0.760104938,0.728993827,morphology
txnipa,control,expt3,,3379.2904,506893.56,79.71940667,0.728053333,0.69276,morphology
txnipa,control,expt3,,2850.579845,202391.169,72.64802817,0.757140845,0.72771831,morphology
txnipa,control,expt3,,3061.885431,575634.461,76.74782979,0.718494681,0.694569149,morphology
txnipa,mutant,expt1,13.5,1186.5225,30849.585,40.36392308,0.772423077,0.7805,morphology
txnipa,mutant,expt1,62.0,3096.356415,380851.839,70.08487805,0.766,0.751260163,morphology
txnipa,mutant,expt1,97.5,3409.376165,661418.976,76.298,0.730773196,0.69678866,morphology
txnipa,mutant,expt1,35.5,2083.239486,145826.764,57.27092857,0.772885714,0.747971429,morphology
txnipa,mutant,expt1,28.5,970.9360714,54372.42,34.22176786,0.782375,0.770145455,morphology
txnipa,mutant,expt1,33.0,1688.972738,109783.228,48.01987692,0.776753846,0.771421875,morphology
txnipa,mutant,expt1,84.5,4151.511399,697453.915,87.28491071,0.734833333,0.705940476,morphology
txnipa,mutant,expt1,80.5,5096.751456,815480.233,99.5288,0.7077125,0.70325625,morphology
txnipa,mutant,expt1,94.5,4428.172931,832496.511,87.55353191,0.740154255,0.734579787,morphology
txnipa,mutant,expt1,92.5,3132.287815,576340.958,72.21379891,0.755190217,0.72038587,morphology
txnipa,mutant,expt1,107.5,4338.636416,928468.193,84.51371028,0.75785514,0.723705607,morphology
txnipa,mutant,expt2,1.0,153.0,153.0,23.087,0.605,0.388,morphology
txnipa,mutant,expt2,87.0,2232.184971,386168.0,62.2833815,0.762693642,0.723890173,morphology
txnipa,mutant,expt2,63.5,1875.801587,236351.0,55.84293651,0.775380952,0.712960317,morphology
txnipa,mutant,expt2,34.5,1718.308824,116845.0,55.20125,0.760735294,0.7165,morphology
txnipa,mutant,expt2,84.0,1570.497006,262273.0,50.27759281,0.756209581,0.718305389,morphology
txnipa,mutant,expt2,2.5,166.5,666.0,19.5865,0.7965,0.655,morphology
txnipa,mutant,expt2,4.0,379.0,2653.0,25.15142857,0.793428571,0.778714286,morphology
txnipa,mutant,expt2,15.5,1027.466667,30824.0,40.0563,0.787033333,0.736933333,morphology
txnipa,mutant,expt2,40.0,723.164557,57130.0,32.8171519,0.798177215,0.800620253,morphology
txnipa,mutant,expt2,52.0,1578.514563,162587.0,51.36968932,0.758796117,0.719893204,morphology
txnipa,mutant,expt2,85.0,1760.91716,297595.0,55.49678107,0.763573964,0.715846154,morphology
txnipa,mutant,expt2,42.5,1856.428571,155940.0,54.38170238,0.784821429,0.746142857,morphology
txnipa,mutant,expt2,65.0,1579.147287,203710.0,52.61705426,0.762317829,0.717503876,morphology
txnipa,mutant,expt3,,1140.809161,35365.084,37.91480645,0.781,0.725806452,morphology
txnipa,mutant,expt3,,2470.348915,145750.586,63.63091525,0.761305085,0.738949153,morphology
txnipa,mutant,expt3,,5325.442689,873372.601,100.2669878,0.736268293,0.74720122,morphology
txnipa,mutant,expt3,,6952.419433,1237530.659,117.9222753,0.717353933,0.707235955,morphology
txnipa,mutant,expt3,,5753.89877,1398197.401,106.1499588,0.721411523,0.730078189,morphology
txnipa,mutant,expt3,,8379.372812,1290423.413,129.8035325,0.7175,0.719779221,morphology
