gene,genotype,experiment,value,measure
sdk1a,control,1.0,10190.37,SL_um
sdk1a,control,1.0,11791.88,SL_um
sdk1a,control,1.0,10591.16,SL_um
sdk1a,control,1.0,11246.26,SL_um
sdk1a,mutant,1.0,7870.07,SL_um
sdk1a,mutant,1.0,9602.11,SL_um
sdk1a,mutant,1.0,9677.71,SL_um
sdk1a,mutant,1.0,9991.73,SL_um
sdk1a,mutant,1.0,10020.64,SL_um
sdk1a,mutant,1.0,10410.12,SL_um
sdk1a,mutant,1.0,9996.48,SL_um
sdk1a,mutant,1.0,9565.2,SL_um
sdk1a,mutant,1.0,10917.02,SL_um
sdk1a,mutant,1.0,11243.54,SL_um
sdk1a,mutant,1.0,11964.83,SL_um
sdk1a,mutant,1.0,11897.85,SL_um
runx1t1,control,2.0,5564.08,SL_um
runx1t1,control,2.0,8289.69,SL_um
runx1t1,control,2.0,7117.94,SL_um
runx1t1,control,2.0,8819.73,SL_um
runx1t1,control,2.0,7982.49,SL_um
runx1t1,control,2.0,8462.72,SL_um
runx1t1,control,2.0,7761.88,SL_um
runx1t1,control,2.0,8706.61,SL_um
runx1t1,control,2.0,8077.43,SL_um
runx1t1,control,2.0,9005.47,SL_um
runx1t1,control,2.0,10263.53,SL_um
runx1t1,control,2.0,9673.28,SL_um
runx1t1,control,2.0,11076.59,SL_um
runx1t1,control,2.0,10238.88,SL_um
runx1t1,control,2.0,10158.24,SL_um
runx1t1,control,2.0,11476.93,SL_um
runx1t1,control,2.0,10731.38,SL_um
runx1t1,control,2.0,11113.55,SL_um
runx1t1,mutant,2.0,6239.86,SL_um
runx1t1,mutant,2.0,7334.6,SL_um
runx1t1,mutant,2.0,7736.56,SL_um
runx1t1,mutant,2.0,9276.35,SL_um
runx1t1,mutant,2.0,8751.45,SL_um
runx1t1,mutant,2.0,10838.88,SL_um
runx1t1,mutant,2.0,9675.22,SL_um
runx1t1,mutant,2.0,9592.43,SL_um
runx1t1,mutant,2.0,10482.08,SL_um
runx1t1,mutant,2.0,9674.49,SL_um
runx1t1,mutant,2.0,8274.38,SL_um
runx1t1,mutant,2.0,10562.13,SL_um
runx1t1,mutant,2.0,11993.81,SL_um
runx1t1,mutant,2.0,12487.5,SL_um
cacnb4a,control,2.0,5564.08,SL_um
cacnb4a,control,2.0,8289.69,SL_um
cacnb4a,control,2.0,7117.94,SL_um
cacnb4a,control,2.0,8819.73,SL_um
cacnb4a,control,2.0,7982.49,SL_um
cacnb4a,control,2.0,8462.72,SL_um
cacnb4a,control,2.0,7761.88,SL_um
cacnb4a,control,2.0,8706.61,SL_um
cacnb4a,control,2.0,8077.43,SL_um
cacnb4a,control,2.0,9005.47,SL_um
cacnb4a,control,2.0,10263.53,SL_um
cacnb4a,control,2.0,9673.28,SL_um
cacnb4a,control,2.0,11076.59,SL_um
cacnb4a,control,2.0,10238.88,SL_um
cacnb4a,control,2.0,10158.24,SL_um
cacnb4a,control,2.0,11476.93,SL_um
cacnb4a,control,2.0,10731.38,SL_um
cacnb4a,control,2.0,11113.55,SL_um
cacnb4a,mutant,2.0,8786.68,SL_um
cacnb4a,mutant,2.0,7239.02,SL_um
cacnb4a,mutant,2.0,8188.37,SL_um
cacnb4a,mutant,2.0,7923.65,SL_um
cacnb4a,mutant,2.0,7606.59,SL_um
cacnb4a,mutant,2.0,8879.34,SL_um
cacnb4a,mutant,2.0,9498.89,SL_um
cacnb4a,mutant,2.0,10010.73,SL_um
cacnb4a,mutant,2.0,10082.16,SL_um
cacnb4a,mutant,2.0,10067.48,SL_um
cacnb4a,mutant,2.0,8945.75,SL_um
cacnb4a,mutant,2.0,10681.88,SL_um
cacnb4a,mutant,2.0,11392.75,SL_um
cacnb4a,mutant,2.0,11699.94,SL_um
cacnb4a,mutant,2.0,11704.94,SL_um
sdk1a,control,2.0,5564.08,SL_um
sdk1a,control,2.0,8289.69,SL_um
sdk1a,control,2.0,7117.94,SL_um
sdk1a,control,2.0,8819.73,SL_um
sdk1a,control,2.0,7982.49,SL_um
sdk1a,control,2.0,8462.72,SL_um
sdk1a,control,2.0,7761.88,SL_um
sdk1a,control,2.0,8706.61,SL_um
sdk1a,control,2.0,8077.43,SL_um
sdk1a,control,2.0,9005.47,SL_um
sdk1a,control,2.0,10263.53,SL_um
sdk1a,control,2.0,9673.28,SL_um
sdk1a,control,2.0,11076.59,SL_um
sdk1a,control,2.0,10238.88,SL_um
sdk1a,control,2.0,10158.24,SL_um
sdk1a,control,2.0,11476.93,SL_um
sdk1a,control,2.0,10731.38,SL_um
sdk1a,control,2.0,11113.55,SL_um
sdk1a,mutant,2.0,8802.61,SL_um
sdk1a,mutant,2.0,8280.27,SL_um
sdk1a,mutant,2.0,8744.13,SL_um
sdk1a,mutant,2.0,9396.64,SL_um
sdk1a,mutant,2.0,9588.92,SL_um
sdk1a,mutant,2.0,10039.85,SL_um
sdk1a,mutant,2.0,11831.68,SL_um
sdk1a,mutant,2.0,10636.38,SL_um
sdk1a,mutant,2.0,10824.36,SL_um
sdk1a,mutant,2.0,10301.47,SL_um
sdk1a,mutant,2.0,11409.17,SL_um
sdk1a,mutant,2.0,10700.05,SL_um
sdk1a,mutant,2.0,11910.04,SL_um
ptprga,control,1.0,8297.62,SL_um
ptprga,control,1.0,8297.62,SL_um
ptprga,control,1.0,8211.23,SL_um
ptprga,control,1.0,8211.23,SL_um
ptprga,control,1.0,7185.54,SL_um
ptprga,control,1.0,8795.35,SL_um
ptprga,control,1.0,8795.35,SL_um
ptprga,control,1.0,8491.88,SL_um
ptprga,control,1.0,8492.66,SL_um
ptprga,control,1.0,9757.63,SL_um
ptprga,control,1.0,9757.63,SL_um
ptprga,control,1.0,9398.26,SL_um
ptprga,control,1.0,9398.26,SL_um
ptprga,control,1.0,8931.5,SL_um
ptprga,control,1.0,8931.5,SL_um
ptprga,control,1.0,10013.35,SL_um
ptprga,control,1.0,10013.35,SL_um
ptprga,control,1.0,9932.54,SL_um
ptprga,control,1.0,10176.78,SL_um
ptprga,control,1.0,12114.43,SL_um
ptprga,control,1.0,12114.43,SL_um
ptprga,control,1.0,10710.88,SL_um
ptprga,control,1.0,10710.88,SL_um
ptprga,control,1.0,9903.51,SL_um
ptprga,control,1.0,9903.51,SL_um
ptprga,control,1.0,11909.73,SL_um
ptprga,control,1.0,11396.85,SL_um
ptprga,control,1.0,11905.95,SL_um
ptprga,control,1.0,13932.03,SL_um
ptprga,mutant,1.0,8981.61,SL_um
ptprga,mutant,1.0,9205.42,SL_um
ptprga,mutant,1.0,8742.0,SL_um
ptprga,mutant,1.0,8772.38,SL_um
ptprga,mutant,1.0,10094.42,SL_um
ptprga,mutant,1.0,8662.29,SL_um
ptprga,mutant,1.0,9994.94,SL_um
ptprga,mutant,1.0,9492.6,SL_um
ptprga,mutant,1.0,9564.13,SL_um
ptprga,mutant,1.0,9170.63,SL_um
ptprga,mutant,1.0,10975.73,SL_um
ptprga,mutant,1.0,11682.08,SL_um
ptprga,mutant,1.0,13334.52,SL_um
ptprga,mutant,1.0,11370.81,SL_um
ptprga,mutant,1.0,11640.11,SL_um
ptprga,mutant,1.0,10115.71,SL_um
ptprga,mutant,1.0,10273.25,SL_um
ptprga,mutant,1.0,11394.84,SL_um
ptprdb,control,1.0,8297.62,SL_um
ptprdb,control,1.0,8297.62,SL_um
ptprdb,control,1.0,8211.23,SL_um
ptprdb,control,1.0,8211.23,SL_um
ptprdb,control,1.0,7185.54,SL_um
ptprdb,control,1.0,8795.35,SL_um
ptprdb,control,1.0,8795.35,SL_um
ptprdb,control,1.0,8491.88,SL_um
ptprdb,control,1.0,8492.66,SL_um
ptprdb,control,1.0,9757.63,SL_um
ptprdb,control,1.0,9757.63,SL_um
ptprdb,control,1.0,9398.26,SL_um
ptprdb,control,1.0,9398.26,SL_um
ptprdb,control,1.0,8931.5,SL_um
ptprdb,control,1.0,8931.5,SL_um
ptprdb,control,1.0,10013.35,SL_um
ptprdb,control,1.0,10013.35,SL_um
ptprdb,control,1.0,9932.54,SL_um
ptprdb,control,1.0,10176.78,SL_um
ptprdb,control,1.0,12114.43,SL_um
ptprdb,control,1.0,12114.43,SL_um
ptprdb,control,1.0,10710.88,SL_um
ptprdb,control,1.0,10710.88,SL_um
ptprdb,control,1.0,9903.51,SL_um
ptprdb,control,1.0,9903.51,SL_um
ptprdb,control,1.0,11909.73,SL_um
ptprdb,control,1.0,11396.85,SL_um
ptprdb,control,1.0,11905.95,SL_um
ptprdb,control,1.0,13932.03,SL_um
ptprdb,mutant,1.0,8601.32,SL_um
ptprdb,mutant,1.0,11094.13,SL_um
ptprdb,mutant,1.0,9996.48,SL_um
ptprdb,mutant,1.0,7962.31,SL_um
ptprdb,mutant,1.0,7885.68,SL_um
ptprdb,mutant,1.0,10228.54,SL_um
ptprdb,mutant,1.0,9825.19,SL_um
ptprdb,mutant,1.0,10140.88,SL_um
ptprdb,mutant,1.0,11471.33,SL_um
ptprdb,mutant,1.0,11479.35,SL_um
ptprdb,mutant,1.0,11292.95,SL_um
ptprdb,mutant,1.0,12084.31,SL_um
ptprdb,mutant,1.0,14702.63,SL_um
ptprga,control,2.0,8094.46,SL_um
ptprga,control,2.0,7454.38,SL_um
ptprga,control,2.0,8230.48,SL_um
ptprga,control,2.0,8376.19,SL_um
ptprga,control,2.0,9691.82,SL_um
ptprga,control,2.0,9827.32,SL_um
ptprga,control,2.0,10140.88,SL_um
ptprga,control,2.0,8727.1,SL_um
ptprga,control,2.0,9400.79,SL_um
ptprga,control,2.0,9048.34,SL_um
ptprga,control,2.0,10350.87,SL_um
ptprga,control,2.0,11082.65,SL_um
ptprga,control,2.0,10874.65,SL_um
ptprga,control,2.0,11735.78,SL_um
ptprga,control,2.0,11633.86,SL_um
ptprga,control,2.0,10302.09,SL_um
ptprga,control,2.0,13669.53,SL_um
ptprga,mutant,2.0,8326.54,SL_um
ptprga,mutant,2.0,7446.81,SL_um
ptprga,mutant,2.0,8320.89,SL_um
ptprga,mutant,2.0,8329.2,SL_um
ptprga,mutant,2.0,8739.62,SL_um
ptprga,mutant,2.0,9461.25,SL_um
ptprga,mutant,2.0,10321.57,SL_um
ptprga,mutant,2.0,9068.88,SL_um
ptprga,mutant,2.0,8766.91,SL_um
ptprga,mutant,2.0,9697.31,SL_um
ptprga,mutant,2.0,9391.59,SL_um
ptprga,mutant,2.0,10741.14,SL_um
ptprga,mutant,2.0,11546.38,SL_um
ptprga,mutant,2.0,12525.43,SL_um
ptprga,mutant,2.0,11770.62,SL_um
ptprga,mutant,2.0,11979.81,SL_um
ptprga,mutant,2.0,12994.7,SL_um
ptprdb,control,2.0,8094.46,SL_um
ptprdb,control,2.0,7454.38,SL_um
ptprdb,control,2.0,8230.48,SL_um
ptprdb,control,2.0,8376.19,SL_um
ptprdb,control,2.0,9691.82,SL_um
ptprdb,control,2.0,9827.32,SL_um
ptprdb,control,2.0,10140.88,SL_um
ptprdb,control,2.0,8727.1,SL_um
ptprdb,control,2.0,9400.79,SL_um
ptprdb,control,2.0,9048.34,SL_um
ptprdb,control,2.0,10350.87,SL_um
ptprdb,control,2.0,11082.65,SL_um
ptprdb,control,2.0,10874.65,SL_um
ptprdb,control,2.0,11735.78,SL_um
ptprdb,control,2.0,11633.86,SL_um
ptprdb,control,2.0,10302.09,SL_um
ptprdb,control,2.0,13669.53,SL_um
ptprdb,mutant,2.0,7260.07,SL_um
ptprdb,mutant,2.0,10622.22,SL_um
ptprdb,mutant,2.0,9086.8,SL_um
ptprdb,mutant,2.0,9459.68,SL_um
ptprdb,mutant,2.0,10802.81,SL_um
ptprdb,mutant,2.0,10524.07,SL_um
ptprdb,mutant,2.0,7772.64,SL_um
ptprdb,mutant,2.0,11838.4,SL_um
ptprdb,mutant,2.0,12066.67,SL_um
ptprdb,mutant,2.0,14073.8,SL_um
ptprdb,mutant,2.0,15938.15,SL_um
txnipa,control,1.0,8228.5,SL_um
txnipa,control,1.0,8541.52,SL_um
txnipa,control,1.0,8541.52,SL_um
txnipa,control,1.0,7744.27,SL_um
txnipa,control,1.0,7744.27,SL_um
txnipa,control,1.0,8735.9,SL_um
txnipa,control,1.0,9839.61,SL_um
txnipa,control,1.0,9839.61,SL_um
txnipa,control,1.0,10181.43,SL_um
txnipa,control,1.0,10189.76,SL_um
txnipa,control,1.0,9766.22,SL_um
txnipa,control,1.0,9766.22,SL_um
txnipa,control,1.0,10006.78,SL_um
txnipa,control,1.0,10006.78,SL_um
txnipa,control,1.0,10077.16,SL_um
txnipa,control,1.0,10077.16,SL_um
txnipa,control,1.0,11155.6,SL_um
txnipa,control,1.0,11155.6,SL_um
txnipa,control,1.0,11284.03,SL_um
txnipa,control,1.0,10501.97,SL_um
txnipa,control,1.0,12739.18,SL_um
txnipa,control,1.0,12739.18,SL_um
txnipa,control,1.0,12083.48,SL_um
txnipa,control,1.0,12083.48,SL_um
txnipa,control,1.0,13323.78,SL_um
txnipa,control,1.0,13323.78,SL_um
txnipa,mutant,1.0,9272.5,SL_um
txnipa,mutant,1.0,10633.02,SL_um
txnipa,mutant,1.0,9355.33,SL_um
txnipa,mutant,1.0,9884.2,SL_um
txnipa,mutant,1.0,11831.96,SL_um
txnipa,mutant,1.0,14012.37,SL_um
txnipa,mutant,1.0,12331.94,SL_um
txnipa,mutant,1.0,13186.39,SL_um
txnipa,mutant,1.0,13694.27,SL_um
txnipa,mutant,1.0,11891.93,SL_um
txnipa,mutant,1.0,12124.42,SL_um
mmp14b,control,1.0,8228.5,SL_um
mmp14b,control,1.0,8541.52,SL_um
mmp14b,control,1.0,8541.52,SL_um
mmp14b,control,1.0,7744.27,SL_um
mmp14b,control,1.0,7744.27,SL_um
mmp14b,control,1.0,8735.9,SL_um
mmp14b,control,1.0,9839.61,SL_um
mmp14b,control,1.0,9839.61,SL_um
mmp14b,control,1.0,10181.43,SL_um
mmp14b,control,1.0,10189.76,SL_um
mmp14b,control,1.0,9766.22,SL_um
mmp14b,control,1.0,9766.22,SL_um
mmp14b,control,1.0,10006.78,SL_um
mmp14b,control,1.0,10006.78,SL_um
mmp14b,control,1.0,10077.16,SL_um
mmp14b,control,1.0,10077.16,SL_um
mmp14b,control,1.0,11155.6,SL_um
mmp14b,control,1.0,11155.6,SL_um
mmp14b,control,1.0,11284.03,SL_um
mmp14b,control,1.0,10501.97,SL_um
mmp14b,control,1.0,12739.18,SL_um
mmp14b,control,1.0,12739.18,SL_um
mmp14b,control,1.0,12083.48,SL_um
mmp14b,control,1.0,12083.48,SL_um
mmp14b,control,1.0,13323.78,SL_um
mmp14b,control,1.0,13323.78,SL_um
mmp14b,mutant,1.0,7035.95,SL_um
mmp14b,mutant,1.0,8948.22,SL_um
mmp14b,mutant,1.0,8444.62,SL_um
mmp14b,mutant,1.0,8519.6,SL_um
mmp14b,mutant,1.0,10070.75,SL_um
mmp14b,mutant,1.0,9637.12,SL_um
mmp14b,mutant,1.0,10635.96,SL_um
mmp14b,mutant,1.0,10564.65,SL_um
mmp14b,mutant,1.0,11432.49,SL_um
mmp14b,mutant,1.0,11384.05,SL_um
mmp14b,mutant,1.0,11063.27,SL_um
mmp14b,mutant,1.0,11936.84,SL_um
mmp14b,mutant,1.0,11407.85,SL_um
mmp14b,mutant,1.0,12139.4,SL_um
mmp14b,mutant,1.0,11926.13,SL_um
mmp14b,mutant,1.0,11956.01,SL_um
aspa,control,1.0,8228.5,SL_um
aspa,control,1.0,8541.52,SL_um
aspa,control,1.0,8541.52,SL_um
aspa,control,1.0,7744.27,SL_um
aspa,control,1.0,7744.27,SL_um
aspa,control,1.0,8735.9,SL_um
aspa,control,1.0,9839.61,SL_um
aspa,control,1.0,9839.61,SL_um
aspa,control,1.0,10181.43,SL_um
aspa,control,1.0,10189.76,SL_um
aspa,control,1.0,9766.22,SL_um
aspa,control,1.0,9766.22,SL_um
aspa,control,1.0,10006.78,SL_um
aspa,control,1.0,10006.78,SL_um
aspa,control,1.0,10077.16,SL_um
aspa,control,1.0,10077.16,SL_um
aspa,control,1.0,11155.6,SL_um
aspa,control,1.0,11155.6,SL_um
aspa,control,1.0,11284.03,SL_um
aspa,control,1.0,10501.97,SL_um
aspa,control,1.0,12739.18,SL_um
aspa,control,1.0,12739.18,SL_um
aspa,control,1.0,12083.48,SL_um
aspa,control,1.0,12083.48,SL_um
aspa,control,1.0,13323.78,SL_um
aspa,control,1.0,13323.78,SL_um
aspa,mutant,1.0,7163.38,SL_um
aspa,mutant,1.0,8190.6,SL_um
aspa,mutant,1.0,8385.62,SL_um
aspa,mutant,1.0,8162.03,SL_um
aspa,mutant,1.0,7864.94,SL_um
aspa,mutant,1.0,9079.23,SL_um
aspa,mutant,1.0,10838.97,SL_um
aspa,mutant,1.0,9655.97,SL_um
aspa,mutant,1.0,10114.53,SL_um
aspa,mutant,1.0,10061.97,SL_um
aspa,mutant,1.0,9689.48,SL_um
aspa,mutant,1.0,11929.01,SL_um
aspa,mutant,1.0,12338.3,SL_um
aspa,mutant,1.0,12427.24,SL_um
aspa,mutant,1.0,10900.05,SL_um
aspa,mutant,1.0,11478.68,SL_um
aspa,mutant,1.0,12471.05,SL_um
txnipa,control,2.0,5143.99,SL_um
txnipa,control,2.0,5143.99,SL_um
txnipa,control,2.0,6958.02,SL_um
txnipa,control,2.0,6958.02,SL_um
txnipa,control,2.0,8587.5,SL_um
txnipa,control,2.0,8587.5,SL_um
txnipa,control,2.0,8723.26,SL_um
txnipa,control,2.0,8723.26,SL_um
txnipa,control,2.0,7813.28,SL_um
txnipa,control,2.0,7813.28,SL_um
txnipa,control,2.0,9636.88,SL_um
txnipa,control,2.0,9636.88,SL_um
txnipa,control,2.0,9227.55,SL_um
txnipa,control,2.0,9227.55,SL_um
txnipa,control,2.0,9116.73,SL_um
txnipa,control,2.0,9116.73,SL_um
txnipa,control,2.0,10504.76,SL_um
txnipa,control,2.0,10504.76,SL_um
txnipa,control,2.0,10273.96,SL_um
txnipa,control,2.0,10273.96,SL_um
txnipa,control,2.0,9551.88,SL_um
txnipa,control,2.0,9551.88,SL_um
txnipa,control,2.0,10989.63,SL_um
txnipa,control,2.0,10989.63,SL_um
txnipa,control,2.0,11703.17,SL_um
txnipa,control,2.0,11703.17,SL_um
txnipa,control,2.0,10226.59,SL_um
txnipa,control,2.0,10226.59,SL_um
txnipa,control,2.0,12090.0,SL_um
txnipa,control,2.0,12090.0,SL_um
txnipa,control,2.0,11838.4,SL_um
txnipa,control,2.0,11838.4,SL_um
txnipa,control,2.0,10919.91,SL_um
txnipa,control,2.0,10919.91,SL_um
txnipa,control,2.0,9915.53,SL_um
txnipa,control,2.0,9915.53,SL_um
txnipa,control,2.0,12066.41,SL_um
txnipa,control,2.0,12066.41,SL_um
txnipa,mutant,2.0,7591.69,SL_um
txnipa,mutant,2.0,7591.69,SL_um
txnipa,mutant,2.0,7811.35,SL_um
txnipa,mutant,2.0,7811.35,SL_um
txnipa,mutant,2.0,8213.88,SL_um
txnipa,mutant,2.0,8213.88,SL_um
txnipa,mutant,2.0,7801.85,SL_um
txnipa,mutant,2.0,7801.85,SL_um
txnipa,mutant,2.0,9907.42,SL_um
txnipa,mutant,2.0,9907.42,SL_um
txnipa,mutant,2.0,10556.54,SL_um
txnipa,mutant,2.0,10556.54,SL_um
txnipa,mutant,2.0,12362.13,SL_um
txnipa,mutant,2.0,12362.13,SL_um
txnipa,mutant,2.0,12431.37,SL_um
txnipa,mutant,2.0,12431.37,SL_um
txnipa,mutant,2.0,10853.14,SL_um
txnipa,mutant,2.0,10853.14,SL_um
txnipa,mutant,2.0,12618.71,SL_um
txnipa,mutant,2.0,12618.71,SL_um
txnipa,mutant,2.0,12682.7,SL_um
txnipa,mutant,2.0,12682.7,SL_um
txnipa,mutant,2.0,12066.41,SL_um
txnipa,mutant,2.0,12066.41,SL_um
mmp14b,control,2.0,5143.99,SL_um
mmp14b,control,2.0,5143.99,SL_um
mmp14b,control,2.0,6958.02,SL_um
mmp14b,control,2.0,6958.02,SL_um
mmp14b,control,2.0,8587.5,SL_um
mmp14b,control,2.0,8587.5,SL_um
mmp14b,control,2.0,8723.26,SL_um
mmp14b,control,2.0,8723.26,SL_um
mmp14b,control,2.0,7813.28,SL_um
mmp14b,control,2.0,7813.28,SL_um
mmp14b,control,2.0,9636.88,SL_um
mmp14b,control,2.0,9636.88,SL_um
mmp14b,control,2.0,9227.55,SL_um
mmp14b,control,2.0,9227.55,SL_um
mmp14b,control,2.0,9116.73,SL_um
mmp14b,control,2.0,9116.73,SL_um
mmp14b,control,2.0,10504.76,SL_um
mmp14b,control,2.0,10504.76,SL_um
mmp14b,control,2.0,10273.96,SL_um
mmp14b,control,2.0,10273.96,SL_um
mmp14b,control,2.0,9551.88,SL_um
mmp14b,control,2.0,9551.88,SL_um
mmp14b,control,2.0,10989.63,SL_um
mmp14b,control,2.0,10989.63,SL_um
mmp14b,control,2.0,11703.17,SL_um
mmp14b,control,2.0,11703.17,SL_um
mmp14b,control,2.0,10226.59,SL_um
mmp14b,control,2.0,10226.59,SL_um
mmp14b,control,2.0,12090.0,SL_um
mmp14b,control,2.0,12090.0,SL_um
mmp14b,control,2.0,11838.4,SL_um
mmp14b,control,2.0,11838.4,SL_um
mmp14b,control,2.0,10919.91,SL_um
mmp14b,control,2.0,10919.91,SL_um
mmp14b,control,2.0,9915.53,SL_um
mmp14b,control,2.0,9915.53,SL_um
mmp14b,control,2.0,12066.41,SL_um
mmp14b,control,2.0,12066.41,SL_um
mmp14b,mutant,2.0,6927.04,SL_um
mmp14b,mutant,2.0,6927.04,SL_um
mmp14b,mutant,2.0,8512.98,SL_um
mmp14b,mutant,2.0,8512.98,SL_um
mmp14b,mutant,2.0,7639.93,SL_um
mmp14b,mutant,2.0,7639.93,SL_um
mmp14b,mutant,2.0,9740.72,SL_um
mmp14b,mutant,2.0,9740.72,SL_um
mmp14b,mutant,2.0,9915.87,SL_um
mmp14b,mutant,2.0,9915.87,SL_um
mmp14b,mutant,2.0,9549.68,SL_um
mmp14b,mutant,2.0,9549.68,SL_um
mmp14b,mutant,2.0,9595.18,SL_um
mmp14b,mutant,2.0,9595.18,SL_um
mmp14b,mutant,2.0,9762.4,SL_um
mmp14b,mutant,2.0,9762.4,SL_um
mmp14b,mutant,2.0,10884.28,SL_um
mmp14b,mutant,2.0,10884.28,SL_um
mmp14b,mutant,2.0,10794.55,SL_um
mmp14b,mutant,2.0,10794.55,SL_um
mmp14b,mutant,2.0,10455.86,SL_um
mmp14b,mutant,2.0,10455.86,SL_um
mmp14b,mutant,2.0,10003.8,SL_um
mmp14b,mutant,2.0,10003.8,SL_um
mmp14b,mutant,2.0,12597.81,SL_um
mmp14b,mutant,2.0,12597.81,SL_um
mmp14b,mutant,2.0,11001.26,SL_um
mmp14b,mutant,2.0,11001.26,SL_um
mmp14b,mutant,2.0,13726.33,SL_um
mmp14b,mutant,2.0,13726.33,SL_um
aspa,control,2.0,5143.99,SL_um
aspa,control,2.0,5143.99,SL_um
aspa,control,2.0,6958.02,SL_um
aspa,control,2.0,6958.02,SL_um
aspa,control,2.0,8587.5,SL_um
aspa,control,2.0,8587.5,SL_um
aspa,control,2.0,8723.26,SL_um
aspa,control,2.0,8723.26,SL_um
aspa,control,2.0,7813.28,SL_um
aspa,control,2.0,7813.28,SL_um
aspa,control,2.0,9636.88,SL_um
aspa,control,2.0,9636.88,SL_um
aspa,control,2.0,9227.55,SL_um
aspa,control,2.0,9227.55,SL_um
aspa,control,2.0,9116.73,SL_um
aspa,control,2.0,9116.73,SL_um
aspa,control,2.0,10504.76,SL_um
aspa,control,2.0,10504.76,SL_um
aspa,control,2.0,10273.96,SL_um
aspa,control,2.0,10273.96,SL_um
aspa,control,2.0,9551.88,SL_um
aspa,control,2.0,9551.88,SL_um
aspa,control,2.0,10989.63,SL_um
aspa,control,2.0,10989.63,SL_um
aspa,control,2.0,11703.17,SL_um
aspa,control,2.0,11703.17,SL_um
aspa,control,2.0,10226.59,SL_um
aspa,control,2.0,10226.59,SL_um
aspa,control,2.0,12090.0,SL_um
aspa,control,2.0,12090.0,SL_um
aspa,control,2.0,11838.4,SL_um
aspa,control,2.0,11838.4,SL_um
aspa,control,2.0,10919.91,SL_um
aspa,control,2.0,10919.91,SL_um
aspa,control,2.0,9915.53,SL_um
aspa,control,2.0,9915.53,SL_um
aspa,control,2.0,12066.41,SL_um
aspa,control,2.0,12066.41,SL_um
aspa,mutant,2.0,7017.87,SL_um
aspa,mutant,2.0,7017.87,SL_um
aspa,mutant,2.0,6588.87,SL_um
aspa,mutant,2.0,6588.87,SL_um
aspa,mutant,2.0,6986.86,SL_um
aspa,mutant,2.0,6986.86,SL_um
aspa,mutant,2.0,7746.22,SL_um
aspa,mutant,2.0,7746.22,SL_um
aspa,mutant,2.0,6879.73,SL_um
aspa,mutant,2.0,6879.73,SL_um
aspa,mutant,2.0,7379.86,SL_um
aspa,mutant,2.0,7379.86,SL_um
aspa,mutant,2.0,5963.84,SL_um
aspa,mutant,2.0,5963.84,SL_um
aspa,mutant,2.0,9773.06,SL_um
aspa,mutant,2.0,9773.06,SL_um
aspa,mutant,2.0,10317.64,SL_um
aspa,mutant,2.0,10317.64,SL_um
aspa,mutant,2.0,9192.47,SL_um
aspa,mutant,2.0,9192.47,SL_um
aspa,mutant,2.0,9608.46,SL_um
aspa,mutant,2.0,9608.46,SL_um
aspa,mutant,2.0,10065.54,SL_um
aspa,mutant,2.0,10065.54,SL_um
aspa,mutant,2.0,12337.98,SL_um
aspa,mutant,2.0,12337.98,SL_um
aspa,mutant,2.0,10406.65,SL_um
aspa,mutant,2.0,10406.65,SL_um
aspa,mutant,2.0,11754.09,SL_um
aspa,mutant,2.0,11754.09,SL_um
aspa,mutant,2.0,12910.26,SL_um
aspa,mutant,2.0,12910.26,SL_um
aspa,mutant,2.0,12373.94,SL_um
aspa,mutant,2.0,12373.94,SL_um
aspa,mutant,2.0,9883.52,SL_um
aspa,mutant,2.0,9883.52,SL_um
aspa,mutant,2.0,12796.44,SL_um
aspa,mutant,2.0,12796.44,SL_um
pard3ab,control,1.0,7246.47,SL_um
pard3ab,control,1.0,8229.37,SL_um
pard3ab,control,1.0,8482.81,SL_um
pard3ab,control,1.0,8111.69,SL_um
pard3ab,control,1.0,8840.66,SL_um
pard3ab,control,1.0,8970.8,SL_um
pard3ab,control,1.0,8395.4,SL_um
pard3ab,control,1.0,8583.93,SL_um
pard3ab,control,1.0,8969.3,SL_um
pard3ab,control,1.0,8839.71,SL_um
pard3ab,control,1.0,10420.4,SL_um
pard3ab,control,1.0,10045.7,SL_um
pard3ab,control,1.0,10088.51,SL_um
pard3ab,control,1.0,10377.1,SL_um
pard3ab,control,1.0,9977.67,SL_um
pard3ab,control,1.0,11070.73,SL_um
pard3ab,control,1.0,10926.55,SL_um
pard3ab,control,1.0,12986.43,SL_um
pard3ab,mutant,1.0,7617.8,SL_um
pard3ab,mutant,1.0,7543.37,SL_um
pard3ab,mutant,1.0,8064.97,SL_um
pard3ab,mutant,1.0,8948.69,SL_um
pard3ab,mutant,1.0,8939.69,SL_um
pard3ab,mutant,1.0,9808.57,SL_um
pard3ab,mutant,1.0,8946.06,SL_um
pard3ab,mutant,1.0,9878.33,SL_um
pard3ab,mutant,1.0,9989.66,SL_um
pard3ab,mutant,1.0,9904.18,SL_um
pard3ab,mutant,1.0,11034.34,SL_um
pard3ab,mutant,1.0,11361.4,SL_um
pard3ab,mutant,1.0,11228.08,SL_um
pard3ab,mutant,1.0,11628.71,SL_um
pard3ab,mutant,1.0,11596.37,SL_um
pard3ab,mutant,1.0,10961.88,SL_um
nav3,control,1.0,7246.47,SL_um
nav3,control,1.0,8229.37,SL_um
nav3,control,1.0,8482.81,SL_um
nav3,control,1.0,8111.69,SL_um
